10063080;Ris;Varen er polert ukokt, ris ment til matlaging. Ingredienser: Ris. Varen emballeres i 20kg plastsekker.
10063080;Ris ukokt;"Varen er ukokt jasmin ris uten andre tilsetninger, som kun gjennomgått en prosess der den renses og poleres uten noen form
for varmebehandling. Oppgitt koketid på emballasjen er 10 minutter. Risen lforeligger i en eske med 4 porsjonspakninger for 2 personer, såkalt «boil in bag»."
10063080;Ris (Jasmin);Varen er ukokt helslipt Jasmin ris til bruk i matlaging. Ingredienser: Jasmin ris. Ved tillaging i riskoker, skal risen kokes til vannet er borte. Deretter skal den hvile i dampen i 15 - 20 min. Ved kok i micro: 20-22 min. Produktet kommer i sekk på 20 kg.
10063080;Ris / Paella sett;Varen er ukokt, rundkornet, hvit ris som er velegnet til bruk i retten paella. Risen har høy absorpsjonskapasitet som gjør at risen er i stand til å tilføre mere smak og væske enn andre rissorter. Den har koketid på cirka 16 minutter. Risen foreligger i en pakning / sett for fremstilling av paella som består av ris, jomfru olivenolje, krydder miks og en steke/kokepanne i metall velgenet for tillaging av paella.
10063080;Polert ris;"Varen er polert hvit rundkornet ris med bruddris, ukokt. Ingredienser: polert hvit rundkornet ris, bruddris. Type ""SOLE"". Produktet egner seg godt til fremstilling av supper og desserter. Koketid er 10-12 min. Varen kommer i papirposer, type Big bags 825 kg."
10063080;Middagssett - risrett;Varen er et sett bestående av fire deler for tillaging av japansk middagsrett.Ris, paneringsblanding, sausblanding og toppingkrydder pakket i hver sin pose. Ingredienser Ris: jasminris. Blanding for teriyakisaus (sukker, soyasaus,  maisstivelse, krydder (ingefær, chilipepper, sort pepper, kajennepepper, spisskummen, oregano, koriander, allehånde, nellik)), salt, tomat, hvitløk, smak, ananaskonsentrat, gjærekstrakt, løk, fargestoff (sukkerkulør), rapsolje, sitronsyre, lime, maltodekstrin. Blanding for teriyaki panering: maisstivelse, sesamfrø, salt, sukker, krydder (pepper, ingefær), rapsolje, hvitløk, lime, maltodekstrin. Teriyaki topping krydderblanding: krydder (svart pepper, kajennepepper, ingefær, spisskummen, allehånde, nellik), paprika, salt, persille, hvitløk. Hele pakken veier 372g.
10063080;Indisk middagssett - risrett;Varen er et sett bestående av fem deler for tillaging av Indisk matrett. Ris, marinade, sausblanding, toppkrydderblanding pakket i hver sin pose og en boks med kokosmelk. Ingredienser: basmatiris, rød pepper, rapsolje, korianderblader, hvitløk, chilipepper. Sauspulver: krem, yoghurt, krydder, maisstivelse, melk, salt, solsikkeolje, tomat, gjærekstrakt, glukosesirup, urter, sitrongress, fargestoff, (rødbete, paprikaekstrakt), modifisert maisstivelse, løk, sitron, sukker. Marinade: maltodekstrin, koriander, ingefær, pepper, spisskummen, kardemomme, laurbærblad, allehånde, nellik. Topping krydderblanding: kajennepepper, koriander, ingefær, salt, pepper, spisskummen, muskat, kardemomme, kanel, laurbærblad, allehånde, nellik. Kokosmelk: kokosnøttmelk, vann, konserveringsmiddel E224, stabilisator (E466, E460). Pakken har en nettovekt på 500g.
10063080;Middagssett - risrett;Varen er et sett bestående av fire deler for tillaging av kinesisk middagsrett. Ris, Szechuan marinadeblanding, topping kryddermiks pakket i hver sin pose og et glass med wok saus. Ingredienser: ris: kinesisk rundkornet ris. Szechuan marinadeblanding: potetstivelse, salt, hvitløk, chilipepper, natriumkarbonat, ingefær. Szechuan woksaus: vann, fruktose, rød paprika, tomatpure, rødvinseddik, salt, fortykningsmiddel (xantan), chilipepper, konserveringsmidler, (kaliumsorbat, natriumbenzoat), hvitløk, fargestoff (paprikaekstrakt), pepper ekstrakt.Topping krydderblanding: salt, hvitløk, chilipepper, løk, jalapeñospepper, fargestoff (paprikaekstrakt). Pakken veier tilsammen 494g.
10064080;Ris;Varen er ukokt bruddris (brukket ris). Ingredienser: ris. Emballasje: forpakning à 4,5 kg.
10081090;korn;100 % økologisk bokhvete
10085000;Quinoa - tørket;Varen er 100% tørket quinoa. Emballeres i 25 kg sekker.
10085000;Quinoa;Varen er ukokt, hvit quinoa fullkorn. Varen foreligger i en pappeske inneholdende to pakninger quinoa à 100g.
10085000;Quinoa;Varen er quinoa korn som ifølge etiketten er et velegnet alternativ til f.eks ris eller pasta. Pakning med nettovekt 300g.
11010000;mel;"Varen er ekstra finmalt hvetemel til bruk i bakst. Ingredienser: 100 % hvetemel.
Emballasje: Pose á 1 kg."
11010000;Melblanding;"Varen er en melblanding som egner seg til pizzaproduksjon ved indirekte eller direkte metode, med deigmodning fra 24 til
72 timer.Ingredienser: type 0 vanlig hvetemel , re-malt durumhvete semolina , type 1 hvetemel , hvetekim , rugsurdeig   Forpakning 12,5 kg papirpose"
11010000;Hvetemel;Varen er finmalt hvetemel. Ingredienser: hvetemel. Emballasje: plastpose à 1000 gram.
11010000;Hvetemel;Varen er et fint konditor hvetemel til bruk i næringsmiddelproduksjon. Ingredienser: hvetemel, melbehandlingsmiddel (askorbinsyra). Varen er pakket i metallbeholder, bulk.
11010000;Hvetemel;Varen er fint hvetemel som er varmebehandlet for å gi lavt protein innhold, lavt aske innhold og gi spesiell gelatininsering.Emballert i sekk à 25kg.
11010000;Finmalt spelt/hvetemel;Varen er et finmalt blandingshvetmel. Ingredienser: finmalt fullkorn hvete, hvitt speltmel. Emballert i papirpose à 1 kg.
11010000;Hvetemel;Varen er finmalt hvetemel uten tilsetninger som foreligger i papirpakning med nettovekt 1 kg.
11010000;Finmalt hvete/speltmel;Varen er et  finmalt hvete/speltmel. Emballert i pose à 1 kg.
11010000;finmalt hvitt hvete/spelt mel;Varen er steinmalt, hvitt hvete/speltmel. Emballert i papirpose à 1 kg.
11010000;Finmalt hvetemel;"Varen er et finmalt hvetemel til bruk som ""pizzamel"". Ingredienser: hvetemel (tipo-00). Emballasje: sekk à 25 kg."
11010000;Finmalt mel;"Varen er et finmalt hvetemel til bruk som ""pizzamel"". Ingredienser: durumhvete (semolina). Emballasje: sekk à 25 kg."
11010000;Mel;Hvetemel, brukes til baking. Pakkes i plastposer av 1000 gram
11010000;Hvetemel;"Varen angis som hvetemel.
Ingredienser, jf fremlagt ingrediensdeklarasjon: Hvetemel 100%.
I plastemballasje, nettovekt på 1 kg."
11010000;Mel;Varen er finmalt hvetemel med lavt gluteninnhold, sampakket med en pose med tørrgjær. Ingredienser melpose: hvetemel. Emballasje: plastforpakning à 1 kg.
11010000;Hvetemel, finmalt;"Varen angis som hvetemel til brødbaking. Foreligger som finmalt hvetemel, i plastpose, nettovekt 1 kg. 
Innhold, jf fremlagt vareprøve: Hvetemel 100%."
11010000;Finmalt hvetemel;"Varen angis som hvetemel til kakebaking. Foreligger som finmalt hvetemel, i plastpose, nettovekt 1000 gram. 
Innhold, jf fremlagt vareprøve: Hvetemel 100%."
11010000;Hvetemel;Varen er hvetemel. Innhold: hvetemel, askorbinsyre, enzymer (hjelpemiddel under fremstillingen). Varen skal utgjøre del av ingrediensene i produksjon av pretzels eller bagels. Leveres i sekk à 20 kg.
11010000;Finmalt hvetemel;"Varen angis som hvetemel. Foreligger som finmalt hvetemel, i plastpose, nettovekt 1000 gram. 
Innhold, jf fremlagt vareprøve: Hvetemel 100%."
11010000;Hvetemel;Varen består av finmalt hvetemel.Ingredienser: 100% Hvetemel.Produktet er oppbevart i plastemballasje á 1kg.
11010000;Hvetemel;Varen er finmalt hvetemel.Pakket i plast à 1 kg.
11010000;Hvetemel;Varen er hvetemel.
11022090;Maismel;Varen er finmalt maismel som skal benyttes i næringsmiddelindustrien.
11022090;Maismel;Varen er finmalt maismel.Pakket i plast á 1kg.
11022090;Mel;100 % økologisk maismel
11022090;Maismel;Varen er finmalt  maismel.Pakket i  plastemballasje  á 1kg.
11029002;Mel;100 % økologisk bokhvetemel
11029002;rismel;Varen er 100 % rismel. Melet er rødlig og kommer i pose, nettoinnhold 1 kg.
11029002;Rismel;"Varen angis som kleberismel. Foreligger som finmalt mel, i plastpose, nettovekt 400 gram.
Ingredienser, jf emballasje: 100% kleberismel."
11029002;Rismel;"Varen er rismel, finmalt. Ingredienser, kf emballasje: 100% ris. 
I plastpose, nettovekt 400 gram."
11029002;Mel;100% økologisk ris mel av brun ris
11029002;Bokhvete mel;Varen er finmalt bokhvete uten andre tilsetninger som foreligger i pakning med nettoinnhold 500g.
11029009;Hirsemel, finmalt;Varen angis som brunt hirsemel, fullkorn, finmalt og glutenfritt. I plastpose, nettovekt 425 gram.
11029009;Finmalt mel;Varen er finmalt mel av korn fra planten amaranth.
11029009;Mel;100% brunt økologisk Teff mel
11029009;Glutenfritt håndtverksmjøl, teff;Teff er et glutenfritt mel av korn. Ingredienser: hvit teff.
11029009;hirse mel Korakan;Varen er finmalt mel fra hirse, (Korakan, Eleusine coracana), også kjent som ragi, Hirse er en gruppe av forskjellige kornplanter med små korn. Veksten tørkes i sola, før den males og blir til mel. Varen kommer i pose, nettoinnhold 1 kg.
11031100;gryn;Varen er grovmalt semulemel av hvete uten andre tilsetninger som foreligger i pakning med nettovekt 1 kg.
11031100;Semulegryn;Varen er semulegryn (gryn av durumhvete). Emballasje: plastforpakning à 1 kg.
11031390;Maismel, grovt;Varen angis som økologisk polenta - som maismel, grovt. I plastpose, nettovekt 500 gram.
11031990;Havremel;Varen er havremel som er glutenfritt og økologisk og er et mel som skal brukes til bakst. Melet kommer i poser à 240 g. Melet har et stivelsesinnhold over 45%, et askeinnhold under 5% og mengde som passerer gjennom en sikteduk med maskevidde 355 mikron er under 80%. Melet kommer i poser à 240 g.
11041200;havregryn;Varen er valsede, hele gryn av havre. Havregrynet kan tilsettes vann eller melk og kokes i 3-5 min. for fremstilling av havregrøt. Pakning med nettovekt 500g.
11041200;Havregryn;Varmebehandlet havregryn som er stålkuttet, steamet og flaket.
11041900;Quinoaflak;"Varen angis som quinoaflak, fullkorn. I plastpose, nettovekt 250 gram.
Ingredienser, jf emballasje: 100% økologiske quinoaflak."
11041900;Valset mais flak;Varen er maiskorn som er valset til flak (flaket mais). Maisen blir fuktet med vann, dampet og valset. Ingredienser: mais (Zea mays subsp. Mays). Emballasje: plastforpakning à 1, 5 og 20 kg.
11041900;Speltflak;Varen er flak av spelt som ved å tilsette vann eller evt. melk benyttes til matretter som Müsli,grøt eller suppe. Ingredienser Speltflak . Emballert i hermetikkboks à 900 g.
11041900;Hirseflak;"Varen angis som fullkorns hirseflak. I plastpose, nettovekt 475 gram. 
Ingredienser, jf emballasje: Fullkorns hirseflak."
11042902;gryn;Varen er avskallet, grovknust korn av bokhvete uten andre tilsetninger. Pakning med nettovekt 1 kg.
11042902;Bokhvete;Varen er avskallet bokhvete, ikke videre bearbeidet. Pakket i 25 kg sekk.
11042909;gryn;Varen er byggryn. Pakning med nettovekt 1 kg.
11042909;Avskallet korn av hvete;Varen er avskallet korn av hvete. Ingredienser: hvete. Emballasje: plastforpakning à 1000 gram.
11051000;Potetmos;Varen er potetgranulat som foreligger i pulverform. Ingredienser: Poteter, emulgator E471, stabilisator E450,  antioksidant E304. Produksjonsprosessen består av følgende steg: Vasking, skrelling, kutting, koking, granulering og tørking av poteter.
11051000;Potetmos;Varen er potetgranulat som foreligger i pulverform. Ingredienser: Poteter, emulgator E471, stabilisator E450,  antioksidant E304. Produksjonsprosessen består av følgende steg: Vasking, skrelling, kutting, koking, granulering og tørking av poteter.
11051000;Potetpulver, lufttørket;Potetpulver, kuttstørrelse 0,5 mm.
11051000;Potetpulver,tørket;Varen er et hvitt pulver av tørket potet som skal blandes med bl.a vann og bli potetmos. Ingredienser: potet. Emballert i hermetikkboks à  750 gram.
11051000;Potetmos;Varen er potetgranulat som foreligger i pulverform. Ingredienser: poteter,  emulgator E471,  stabilisator E450,  antioksidant E304. Produksjonsprosessen består av følgende steg: Vasking, skrelling, kutting, koking, granulering og tørking av poteter.
11052000;Potetflak;Varen er potetflak på 10x10x2 millimeter. Poteter vaskes, kuttes og vakumtørkes. Innhold: potet (Solanum tuberosum).
11061090;Mel;100% økologisk kikert mel
11062000;Søtpotetpulver;Varen er pulver av lilla søtpotet. Brukes til farging av bakverk og matlaging. Innføres i 1 kg plastemballasje.
11063090;Pulver av solbær;Varen er et pulver av tørkede solbær til bruk i næringsmiddel industrien. Foreligger som et vinrødt/sort pulver fritt for klumper med en typisk solbærsmak. Ingredienser:  solbær. Emballasje: kartonger á 15 kg med PE innerpose.
11063090;Aprikospulver;Varen er et fint pulver av aprikos, frysetørket, som skal brukes i næringsmiddelproduksjon. Emballasje: aluminiumspose à 15 kg med ytterforpakning av papp.
11063090;Pulver;Varen er et pulver av tindvedbær. Tindvedbærene er tørket, knust og malt til pulver. Emballasje: forpakning à 100 gram.
11063090;Sitrus pulver;Varen er sitrusfiber i form av et off-white pulver med en mild sitruslukt til bruk i matvare- og drikkevareindustrien for å støtte inntaket av kostfiber. Sitrusfiber er et biprodukt fra juiceindustrien. Varen er pakket i papirsekker à 15 kg.
11063090;Nypepulver;Varen er et nypepulver som er malt av hele nyper. Ingredienser: nypepulver av hele nyper (Rosa canina). Anbefalt bruk: 1-2 ss (15-30ml / 9-18g) daglig. Blandes med vann, juice, smoothies eller yoghurt. Emballasje: forpakning à 300 gram.
11063090;Sitrusfiber;Varen er sitrusfiber i pulverform fremstilt fra tørket sitrusskall. Produktet skal benyttes som ingrediens i produksjon av næringsmiddel. Pulveret er off-white i farge, og har en mild duft av sitrus. Varen er pakket i sekk på 15 kg.
11063090;Aronia pulver;Varen er pulver av svartsurbær (aronia). Kan brukes som ingrediens i næringsmidler.
11063090;Kokosmel;Varen er kokosmel fremstilt av fersk, knust fruktkjøtt fra kokosnøtt. Melet er tørket, fettredusert og finmalt. Til baking av kaker og mel.
11063090;Pulver av Baobab fruktkjøtt;Varen er pulver fra baobab fruktkjøtt som skal brukes i kosttilskudd. Fremstilles ved at det ytre skallet brytes, fruktkjøttet tas ut, separeres, males og siles. Emballasje: plastforpakning.
11063090;Eplefiber;Varen angis som eplefiber fremstilt fra tørkede epler - angis til bruk som fiberberikelse i næringsmiddelindustrien. Foreligger som et finmalt beige/lysebrunt pulver med fruktig aromatisk smak, i 25 kgs papirsekk med innvendig plast.
11063090;Pulverisert frysetørket bær;Varen er pulver av frysetørket jordbær, som blant annet skal brukes som strøssel. Emballasje: plastforpakning.
11063090;Mel av eple;Varen er et mel fremstilt av epler. Foreligger som et finmalt lysebrunt pulver med lukt og smak av eple. Varen brukes som fibertilsetning i produksjon av næringsmidler. Varen fremstilles ved at tørkede pressede epler (fruktkjøtt og skall) males opp og siles. Emballert i plastsekker.
11063090;Kokosmel;Varen er et kokosmel, fremstilt av fersk kokosnøttkjøtt som er tørket og finmalt. Kokosmel kan brukes til å erstatte hvetemel og andre typer kornbaserte mel i bakevarer og andre oppskrifter. Ingredienser: kokosmel. Emballasje: pose à 250, 550 og 1000 gram.
11063090;Fruktpulver;Varen er et frysetørret fruktpulver av pitaya. Pulver har en rosa/lilla farge og skal brukes som et supplement for ernæring og/eller farge. Inneholder iht. vedlagte produktspesifikasjon: pitaya pulver. Emballasje: lukket plastpose à 100 og 1000 gram.
11063090;Bringebærpulver;Varen er et pulver av bringebær, frysetørket, som skal brukes i næringsmiddelproduksjon. Emballasje: forpakning à 15 kg.
11063090;nypemel / nypepulver;Varen er et finmalt mel/pulver av nypeskall, til bruk i næringsmiddelproduksjon. Fremstilt ved at nypeskall renses og males til nypemel. Emballasje: sekk.
11063090;Aronia pulver;Varen er pulver av svartsurbær (aronia). Kan brukes som ingrediens i næringsmidler.
11063090;Nypemel;Varen er et malt mel/pulver av nype, til bruk som tilsetningsstoff i næringsmidler, som feks supper. Fremstilt ved at hele tørkede nypeskall renses og males. Ingredienser: nypepulver, antioksidant (askorbinsyre). Emballasje: papirsekk.
11063090;Nypemel;Varen er et malt mel/pulver av nype, til bruk som tilsetningsstoff i næringsmidler, som feks supper. Fremstilt ved at hele tørkede nypeskall renses og males. Ingredienser: nypepulver, antioksidant (askorbinsyre). Emballasje: papirsekk.
11063090;Nypemel;Varen er et malt mel/pulver av nype, til bruk som tilsetningsstoff i næringsmidler, som feks supper. Fremstilt ved at hele tørkede nypeskall renses og males. Ingredienser: nypepulver, antioksidant (askorbinsyre). Emballasje: papirsekk.
11063090;Pulver av eple;Varen er et pulver av tørkede epler, til bruk i næringsmiddelproduksjon. Foreligger som et gult/lysebrunt pulver fritt for klumper med en søt frisk eplesmak. Ingredienser: eple. Emballasje: kartonger á 20 kg med PE innerpose.
11063090;Pulver av jordbær;Varen er et pulver av tørkede jordbær til bruk i næringsmiddel industrien. Foreligger som et rødt pulver fritt for klumper med en typisk jordbærsmak. Ingredienser:  jordbær. Emballasje: kartonger á 15 kg med PE innerpose.
11063090;pulver av nype;Varen er nypepulver som er emballert i kapsler. Varen skal brukes som et kosttilskudd. Ingredienser:  nypepulver og kapsler. Varen kommer i plastboks, nettoinnhold 190 kapsler.
11063090;Nypepulver;Varen er 100 % nypepulver. Varen kommer i plastbokser i ulike størrelser.
11063090;acaipulver;Varen er et pulver av acaibær. Pulveret kan blandes i kaldt vann og drikkes eller brukes som topping/tilsetning  på f.eks. skyr, grøt eller i smoothies og proteinshakes. Ingredienser: Frysetørket acaibær (euterpe oleracea). Varen foreligger i plastboks med nettovekt 100g.
11063090;Mandelmel;Tørkede mandler som blir hakket og malt til en fint pulver / mel som skal benyttes som makronfyll.
11063090;Mel;100% økologisk kokos mel
11063090;Mandelmel;Varen er mandelmel velegnet til bakverk, konfekt og desserter. Varen foreligger i plastpakning med nettovekt 70g.
11071090;Kit for ølbrygging;"Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på knust malt, til brygging av øl. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 6,0 kg); to plastposer med tørket gresskar i biter (nettovekt totalt 0,5 kg); og en plastpose inneholdende to aluposer med humlepellets og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare."
11071090;Kit for ølbrygging;"Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på malt, til brygging av India pale ale, en gyllen ale med mye bitterhet og humlesmak.
Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det: En plastsekk med skall-knust malt (nettovekt 7,0 kg); en plastpose inneholdende fem aluposer med humle og to aluposer med tørrgjær; en plastpose inneholdende kandissukker (nettovekt 500 gram). Ingredienspakken er beregnet for 25 liter ferdigvare."
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på hel malt, til brygging av pils. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 5,2 kg) og en plastpose inneholdende to aluposer med humlepellets og to aluposer med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Kit for ølbrygging;"Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på knust malt, til brygging av øl. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 5,7 kg); og en plastpose inneholdende to aluposer med humlepellets og to aluposer med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare."
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på malt, til brygging av weissbier, et hveteøl fra Syd-Tyskland. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt og en plastpose inneholdende to aluposer med humle og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på malt, til brygging av juleøl. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt og en plastpose inneholdende to aluposer med humle og to aluposer med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på malt, til brygging av Ale. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt og en plastpose inneholdende to aluposer med humle og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på malt, til brygging av påskeøl som angis som et hveteøl. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt og en plastpose inneholdende to aluposer med humle og to aluposer med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Maltmel;Varen er maltet enzymatisk hvetemel (ikke røstet), som foreligger som et hvitt fint pulver. Produsert ved at vanlige hvetekorn blir renset, målt og vætet. Brukes til å blande i hvetemel for å korrigere, forbedring av gjæring og brødprosess. Emballasje: papirsekk 12,5 kg.
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på hel malt, til brygging av ale. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 7,2 kg) og en plastpose inneholdende fire aluposer med humlepellets og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Maltet hvete flak;Varen er maltet hvetekorn som deretter er varmevalset. Skal brukes til produksjon av næringsmidler. Varen foreligger i papirsekk a 25 kg.
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på malt, til brygging av pale ale. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 5,1 kg) og en plastpose inneholdende tre aluposer med humle og to aluposer med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Maltet hvete flak;Varen er maltet hvetekorn som deretter er varmevalset. Skal brukes til produksjon av næringsmidler. Varen foreligger i papirsekk a 25 kg.
11071090;Tilberedt spelt;Varen er spiret speltkorn (malt). Fremstilt ved at vaskede hele speltkorn er lagt i drikkevann og fått spire. Varen skal brukes i produksjon av næringsmidler, og er pakket i poser som er forseglet og varmestabilisert. Emballasje: plastpose à 3 kg.
11071090;Maltet havre flak;Varen er maltet havrekorn som deretter er varmevalset. Produktet skall brukes til produksjon av næringsmidler. Varen foreligger i papirsekk a 25 kg.
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på malt, til brygging av en lys, belgisk blond. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 7 kg) og en plastpose inneholdende tre aluposer med humle og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Kit for ølbrygging;Varen angis som et øl-sett basert på malt, til hjemmebrygging av øl. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med knust malt (4,7 kg) og en plastpose inneholdende to aluposer med humle og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på hel malt, til brygging av ale. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 6,8 kg), en plastpose med kandissukker, og en plastpose inneholdende tre aluposer med humlepellets og to aluposer med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Kit for ølbrygging;Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på hel malt, til brygging av en type sort øl med fast skum. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 5,5 kg) og en plastpose inneholdende en alupose med humlepellets og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare.
11071090;Kit for ølbrygging;"Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på knust malt, til brygging av IPA. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 7,1 kg); en plastpose med kandisukker; og en plastpose inneholdende seks aluposer med humlepellets og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare."
11071090;Kit for ølbrygging;"Varen angis som en kit for hjemmebrygging av øl - som et øl-sett basert på knust malt, til brygging av øl. Foreligger som en ingredienspakke: Pakket i felles ytre emballasje (pappkartong) er det en plastsekk med skall-knust malt (nettovekt 6,2 kg); tre plastposer med lyst kandissukker; og en plastpose inneholdende fire aluposer med humlepellets og en alupose med tørrgjær. Ingredienspakken er beregnet for 25 liter ferdigvare."
